,GeneName,Group
2805,SNCA,Non-kinase
2806,SNCAIP,Non-kinase
2807,SNCB,Non-kinase
2808,SNCG,Non-kinase
2809,SND1,Non-kinase
2810,SNED1,Non-kinase
2811,SNPH,Non-kinase
2812,SNRK,CAMK
2813,SNRNP70,Non-kinase
2814,SNTA1,Non-kinase
2815,SNW1,Non-kinase
2816,SNX17,Non-kinase
2817,SNX2,Non-kinase
2818,SNX27,Non-kinase
2819,SNX8,Non-kinase
2820,SNX9,Non-kinase
2821,SOCS1,Non-kinase
2822,SOCS3,Non-kinase
2823,SOD1,Non-kinase
2824,SOD2,Non-kinase
2825,SON,Non-kinase
2826,SORBS1,Non-kinase
2827,SORBS2,Non-kinase
2828,SORBS3,Non-kinase
2829,SORL1,Non-kinase
2830,SORT1,Non-kinase
2831,SOS1,Non-kinase
2832,SOX2,Non-kinase
2833,SOX8,Non-kinase
2834,SOX9,Non-kinase
2835,SP1,Non-kinase
2836,SP3,Non-kinase
2837,SP7,Non-kinase
2838,SPAG1,Non-kinase
2839,SPAG5,Non-kinase
2840,SPAG9,Non-kinase
2841,SPAST,Non-kinase
2842,SPDEF,Non-kinase
2843,SPDL1,Non-kinase
2844,SPEG,CAMK
2845,SPEN,Non-kinase
2846,SPHK1,Non-kinase
2847,SPHK2,Non-kinase
2848,SPI1,Non-kinase
2849,SPIB,Non-kinase
2850,SPIN1,Non-kinase
2851,SPN,Non-kinase
2852,SPOP,Non-kinase
2853,SPP1,Non-kinase
2854,SPR,Non-kinase
2855,SPRED1,Non-kinase
2856,SPRY2,Non-kinase
2857,SPSB1,Non-kinase
2858,SPTAN1,Non-kinase
2859,SPTBN1,Non-kinase
2860,SPTBN4,Non-kinase
2861,SPTLC1,Non-kinase
2862,SQSTM1,Non-kinase
2863,SRC,TK
2864,SRCIN1,Non-kinase
2865,SREBF1,Non-kinase
2866,SREBF2,Non-kinase
2867,SRF,Non-kinase
2868,SRI,Non-kinase
2869,SRMS,TK
2870,SRPK1,CMGC
2871,SRPK2,CMGC
2872,SRPK3,CMGC
2873,SRRM1,Non-kinase
2874,SRRM2,Non-kinase
2875,SRRT,Non-kinase
2876,SRSF1,Non-kinase
2877,SRSF11,Non-kinase
2878,SRSF2,Non-kinase
2879,SRSF3,Non-kinase
2880,SRSF5,Non-kinase
2881,SRSF9,Non-kinase
2882,SSB,Non-kinase
2883,SSBP1,Non-kinase
2884,SSBP3,Non-kinase
2885,SSH1,Non-kinase
2886,SSH3,Non-kinase
2887,SSR1,Non-kinase
2888,SSRP1,Non-kinase
2889,SSTR2,Non-kinase
2890,SSTR5,Non-kinase
2891,SSU72,Non-kinase
2892,ST13,Non-kinase
2893,STAM2,Non-kinase
2894,STAMBP,Non-kinase
2895,STAP2,Non-kinase
2896,STAR,Non-kinase
2897,STARD10,Non-kinase
2898,STAT1,Non-kinase
2899,STAT2,Non-kinase
2900,STAT3,Non-kinase
2901,STAT4,Non-kinase
2902,STAT5A,Non-kinase
2903,STAT5B,Non-kinase
2904,STAT6,Non-kinase
2905,STBD1,Non-kinase
2906,STC2,Non-kinase
2907,STIL,Non-kinase
2908,STIM1,Non-kinase
2909,STING1,Non-kinase
2910,STIP1,Non-kinase
2911,STK10,STE
2912,STK11,CAMK
2913,STK16,Other
2914,STK17A,CAMK
2915,STK17B,CAMK
2916,STK19,Atypical
2917,STK24,STE
2918,STK25,STE
2919,STK26,STE
2920,STK3,STE
2921,STK31,Other
2922,STK32A,AGC
2923,STK32B,AGC
2924,STK32C,AGC
2925,STK33,CAMK
2926,STK35,Other
2927,STK36,Other
2928,STK38,AGC
2929,STK38L,AGC
2930,STK39,STE
2931,STK4,STE
2932,STK40,CAMK
2933,STKLD1,Other
2934,STMN1,Non-kinase
2935,STMN2,Non-kinase
2936,STMN3,Non-kinase
2937,STOM,Non-kinase
2938,STOML2,Non-kinase
2939,STRADA,STE
2940,STRAP,Non-kinase
2941,STX17,Non-kinase
2942,STX1A,Non-kinase
2943,STXBP1,Non-kinase
2944,STXBP2,Non-kinase
2945,STXBP4,Non-kinase
2946,STYK1,TK
2947,SUB1,Non-kinase
2948,SUDS3,Non-kinase
2949,SUFU,Non-kinase
2950,SUGP2,Non-kinase
2951,SUGT1,Non-kinase
2952,SULT4A1,Non-kinase
2953,SUN1,Non-kinase
2954,SUN2,Non-kinase
2955,SUPT16H,Non-kinase
2956,SUPT5H,Non-kinase
2957,SUPT6H,Non-kinase
2958,SUPV3L1,Non-kinase
2959,SUV39H1,Non-kinase
2960,SUZ12,Non-kinase
2961,SV2A,Non-kinase
2962,SVIL,Non-kinase
2963,SYK,TK
2964,SYMPK,Non-kinase
2965,SYN1,Non-kinase
2966,SYN2,Non-kinase
2967,SYN3,Non-kinase
2968,SYNCRIP,Non-kinase
2969,SYNGAP1,Non-kinase
2970,SYNJ2,Non-kinase
2971,SYT2,Non-kinase
2972,SYT4,Non-kinase
2973,SYT6,Non-kinase
2974,SYTL1,Non-kinase
2975,TAB1,Non-kinase
2976,TAB3,Non-kinase
2977,TACC1,Non-kinase
2978,TACC3,Non-kinase
2979,TACSTD2,Non-kinase
2980,TAF1,Atypical
2981,TAF1L,Atypical
2982,TAF7,Non-kinase
2983,TAGAP,Non-kinase
2984,TAGLN,Non-kinase
2985,TAGLN2,Non-kinase
2986,TAL1,Non-kinase
2987,TAL2,Non-kinase
2988,TANC1,Non-kinase
2989,TANK,Non-kinase
2990,TAOK1,STE
2991,TAOK2,STE
2992,TAOK3,STE
2993,TARBP2,Non-kinase
2994,TARDBP,Non-kinase
2995,TAX1BP1,Non-kinase
2996,TBC1D1,Non-kinase
2997,TBC1D23,Non-kinase
2998,TBC1D4,Non-kinase
2999,TBC1D7,Non-kinase
3000,TBCB,Non-kinase
3001,TBCE,Non-kinase
3002,TBCK,Other
3003,TBK1,Other
3004,TBL1XR1,Non-kinase
3005,TBL2,Non-kinase
3006,TBX21,Non-kinase
3007,TBX3,Non-kinase
3008,TBXA2R,Non-kinase
3009,TCAP,Non-kinase
3010,TCEAL1,Non-kinase
3011,TCF3,Non-kinase
3012,TCF4,Non-kinase
3013,TCF7L2,Non-kinase
3014,TCOF1,Non-kinase
3015,TDP1,Non-kinase
3016,TDP2,Non-kinase
3017,TEC,TK
3018,TEK,TK
3019,TELO2,Non-kinase
3020,TENT2,Non-kinase
3021,TERF1,Non-kinase
3022,TERF2,Non-kinase
3023,TERF2IP,Non-kinase
3024,TERT,Non-kinase
3025,TESK1,TKL
3026,TESK2,TKL
3027,TET2,Non-kinase
3028,TEX14,Other
3029,TFAM,Non-kinase
3030,TFAP2A,Non-kinase
3031,TFCP2,Non-kinase
3032,TFCP2L1,Non-kinase
3033,TFDP1,Non-kinase
3034,TFE3,Non-kinase
3035,TFEB,Non-kinase
3036,TFG,Non-kinase
3037,TFPI,Non-kinase
3038,TFPT,Non-kinase
3039,TFRC,Non-kinase
3040,TGFB1I1,Non-kinase
3041,TGFBR1,TKL
3042,TGFBR2,TKL
3043,TGFBR3,Non-kinase
3044,TGM2,Non-kinase
3045,TGS1,Non-kinase
3046,TH,Non-kinase
3047,THEMIS,Non-kinase
3048,THOC5,Non-kinase
3049,THOP1,Non-kinase
3050,THRAP3,Non-kinase
3051,THRB,Non-kinase
3052,TIAM1,Non-kinase
3053,TICAM1,Non-kinase
3054,TICAM2,Non-kinase
3055,TICRR,Non-kinase
3056,TIE1,TK
3057,TIFA,Non-kinase
3058,TIGIT,Non-kinase
3059,TIMP2,Non-kinase
3060,TINF2,Non-kinase
3061,TIRAP,Non-kinase
3062,TK1,Non-kinase
3063,TKT,Non-kinase
3064,TLE1,Non-kinase
3065,TLK1,Other
3066,TLK2,Other
3067,TLN1,Non-kinase
3068,TLR3,Non-kinase
3069,TLR4,Non-kinase
3070,TLR5,Non-kinase
3071,TMIGD2,Non-kinase
3072,TMOD1,Non-kinase
3073,TMPO,Non-kinase
3074,TNF,Non-kinase
3075,TNFAIP1,Non-kinase
3076,TNFAIP3,Non-kinase
3077,TNFAIP8L2,Non-kinase
3078,TNFRSF1A,Non-kinase
3079,TNIK,STE
3080,TNK1,TK
3081,TNK2,TK
3082,TNKS,Non-kinase
3083,TNKS1BP1,Non-kinase
3084,TNNI3,Non-kinase
3085,TNNT2,Non-kinase
3086,TNRC18,Non-kinase
3087,TNS3,Non-kinase
3088,TOB1,Non-kinase
3089,TOB2,Non-kinase
3090,TOM1L1,Non-kinase
3091,TOP1,Non-kinase
3092,TOP2A,Non-kinase
3093,TOP2B,Non-kinase
3094,TOPBP1,Non-kinase
3095,TOPORS,Non-kinase
3096,TOR1AIP1,Non-kinase
3097,TP53,Non-kinase
3098,TP53BP1,Non-kinase
3099,TP53BP2,Non-kinase
3100,TP53RK,Other
3101,TP63,Non-kinase
3102,TP73,Non-kinase
3103,TPD52,Non-kinase
3104,TPH1,Non-kinase
3105,TPH2,Non-kinase
3106,TPI1,Non-kinase
3107,TPM1,Non-kinase
3108,TPP1,Non-kinase
3109,TPPP,Non-kinase
3110,TPR,Non-kinase
3111,TPT1,Non-kinase
3112,TPX2,Non-kinase
3113,TRAF1,Non-kinase
3114,TRAF2,Non-kinase
3115,TRAF3,Non-kinase
3116,TRAF3IP2,Non-kinase
3117,TRAF4,Non-kinase
3118,TRAF6,Non-kinase
3119,TRAP1,Non-kinase
3120,TRIB1,CAMK
3121,TRIB2,CAMK
3122,TRIB3,CAMK
3123,TRIM24,Atypical
3124,TRIM25,Non-kinase
3125,TRIM28,Atypical
3126,TRIM29,Non-kinase
3127,TRIM32,Non-kinase
3128,TRIM33,Atypical
3129,TRIM56,Non-kinase
3130,TRIM59,Non-kinase
3131,TRIM71,Non-kinase
3132,TRIM9,Non-kinase
3133,TRIO,CAMK
3134,TRIOBP,Non-kinase
3135,TRIP10,Non-kinase
3136,TRIP12,Non-kinase
3137,TRIP13,Non-kinase
3138,TRIP6,Non-kinase
3139,TRPA1,Non-kinase
3140,TRPC1,Non-kinase
3141,TRPC3,Non-kinase
3142,TRPC4,Non-kinase
3143,TRPC5,Non-kinase
3144,TRPC6,Non-kinase
3145,TRPC7,Non-kinase
3146,TRPM2,Non-kinase
3147,TRPM4,Non-kinase
3148,TRPM6,Atypical
3149,TRPM7,Atypical
3150,TRPM8,Non-kinase
3151,TRPV1,Non-kinase
3152,TRPV3,Non-kinase
3153,TRPV4,Non-kinase
3154,TRPV5,Non-kinase
3155,TRPV6,Non-kinase
3156,TSC1,Non-kinase
3157,TSC2,Non-kinase
3158,TSPY1,Non-kinase
3159,TSPYL2,Non-kinase
3160,TSPYL5,Non-kinase
3161,TSR1,Non-kinase
3162,TSSK1B,CAMK
3163,TSSK2,CAMK
3164,TSSK3,CAMK
3165,TSSK4,CAMK
3166,TSSK6,CAMK
3167,TTBK1,CK1
3168,TTBK2,CK1
3169,TTC3,Non-kinase
3170,TTC5,Non-kinase
3171,TTI1,Non-kinase
3172,TTK,Other
3173,TTLL4,Non-kinase
3174,TTN,CAMK
3175,TUBA1A,Non-kinase
3176,TUBA1B,Non-kinase
3177,TUBA1C,Non-kinase
3178,TUBA4A,Non-kinase
3179,TUBB,Non-kinase
3180,TUBB2A,Non-kinase
3181,TUBB3,Non-kinase
3182,TUBG1,Non-kinase
3183,TUBG2,Non-kinase
3184,TUBGCP6,Non-kinase
3185,TUFM,Non-kinase
3186,TUT1,Non-kinase
3187,TWIST1,Non-kinase
3188,TXK,TK
3189,TXN,Non-kinase
3190,TXNIP,Non-kinase
3191,TYK2,TK
3192,TYMS,Non-kinase
3193,TYR,Non-kinase
3194,TYRO3,TK
3195,TYROBP,Non-kinase
3196,U2AF2,Non-kinase
3197,UBA1,Non-kinase
3198,UBAP2L,Non-kinase
3199,UBC,Non-kinase
3200,UBE2A,Non-kinase
3201,UBE2I,Non-kinase
3202,UBE2J1,Non-kinase
3203,UBE2O,Non-kinase
3204,UBE2R2,Non-kinase
3205,UBE2S,Non-kinase
3206,UBE3A,Non-kinase
3207,UBQLN4,Non-kinase
3208,UBR4,Non-kinase
3209,UBR5,Non-kinase
3210,UBTF,Non-kinase
3211,UBXN1,Non-kinase
3212,UBXN2B,Non-kinase
3213,UCHL3,Non-kinase
3214,UFD1,Non-kinase
3215,UFL1,Non-kinase
3216,UGDH,Non-kinase
3217,UGT1A3,Non-kinase
3218,UGT1A7,Non-kinase
3219,UGT2B7,Non-kinase
3220,UHMK1,Other
3221,UHRF1,Non-kinase
3222,UIMC1,Non-kinase
3223,ULK1,Other
3224,ULK2,Other
3225,ULK3,Other
3226,ULK4,Other
3227,UNC5B,Non-kinase
3228,UNG,Non-kinase
3229,UPF1,Non-kinase
3230,URI1,Non-kinase
3231,USF1,Non-kinase
3232,USF2,Non-kinase
3233,USP1,Non-kinase
3234,USP10,Non-kinase
3235,USP13,Non-kinase
3236,USP14,Non-kinase
3237,USP15,Non-kinase
3238,USP16,Non-kinase
3239,USP2,Non-kinase
3240,USP20,Non-kinase
3241,USP21,Non-kinase
3242,USP24,Non-kinase
3243,USP25,Non-kinase
3244,USP28,Non-kinase
3245,USP34,Non-kinase
3246,USP35,Non-kinase
3247,USP37,Non-kinase
3248,USP4,Non-kinase
3249,USP7,Non-kinase
3250,USP8,Non-kinase
3251,USP9X,Non-kinase
3252,UTP3,Non-kinase
3253,UTRN,Non-kinase
3254,UVRAG,Non-kinase
3255,VAMP4,Non-kinase
3256,VAMP7,Non-kinase
3257,VASP,Non-kinase
3258,VAV1,Non-kinase
3259,VAV2,Non-kinase
3260,VAV3,Non-kinase
3261,VCL,Non-kinase
3262,VCP,Non-kinase
3263,VCPIP1,Non-kinase
3264,VDAC1,Non-kinase
3265,VDAC2,Non-kinase
3266,VDR,Non-kinase
3267,VGLL1,Non-kinase
3268,VGLL4,Non-kinase
3269,VHL,Non-kinase
3270,VIL1,Non-kinase
3271,VIM,Non-kinase
3272,VIPAS39,Non-kinase
3273,VIRMA,Non-kinase
3274,VPS72,Non-kinase
3275,VRK1,CK1
3276,VRK2,CK1
3277,VRK3,CK1
3278,VTN,Non-kinase
3279,WAC,Non-kinase
3280,WAS,Non-kinase
3281,WASF1,Non-kinase
3282,WASF2,Non-kinase
3283,WASF3,Non-kinase
3284,WASHC2A,Non-kinase
3285,WASL,Non-kinase
3286,WBP2,Non-kinase
3287,WDCP,Non-kinase
3288,WDHD1,Non-kinase
3289,WDR5,Non-kinase
3290,WDR62,Non-kinase
3291,WDR77,Non-kinase
3292,WEE1,Other
3293,WEE2,Other
3294,WIPF1,Non-kinase
3295,WIZ,Non-kinase
3296,WNK1,Other
3297,WNK2,Other
3298,WNK3,Other
3299,WNK4,Other
3300,WRAP53,Non-kinase
3301,WRN,Non-kinase
3302,WT1,Non-kinase
3303,WTAP,Non-kinase
3304,WWC1,Non-kinase
3305,WWOX,Non-kinase
3306,WWTR1,Non-kinase
3307,XBP1,Non-kinase
3308,XDH,Non-kinase
3309,XIAP,Non-kinase
3310,XK,Non-kinase
3311,XPA,Non-kinase
3312,XPC,Non-kinase
3313,XPO1,Non-kinase
3314,XPO5,Non-kinase
3315,XRCC1,Non-kinase
3316,XRCC2,Non-kinase
3317,XRCC3,Non-kinase
3318,XRCC4,Non-kinase
3319,XRCC5,Non-kinase
3320,XRCC6,Non-kinase
3321,XRN2,Non-kinase
3322,YAP1,Non-kinase
3323,YBX1,Non-kinase
3324,YBX2,Non-kinase
3325,YBX3,Non-kinase
3326,YES1,TK
3327,YKT6,Non-kinase
3328,YLPM1,Non-kinase
3329,YTHDF2,Non-kinase
3330,YWHAB,Non-kinase
3331,YWHAE,Non-kinase
3332,YWHAG,Non-kinase
3333,YWHAH,Non-kinase
3334,YWHAQ,Non-kinase
3335,YWHAZ,Non-kinase
3336,YY1,Non-kinase
3337,ZAP70,TK
3338,ZBTB11,Non-kinase
3339,ZBTB16,Non-kinase
3340,ZBTB2,Non-kinase
3341,ZBTB4,Non-kinase
3342,ZC3H11A,Non-kinase
3343,ZC3H14,Non-kinase
3344,ZC3H18,Non-kinase
3345,ZC3H4,Non-kinase
3346,ZC3H8,Non-kinase
3347,ZC3HC1,Non-kinase
3348,ZDHHC13,Non-kinase
3349,ZEB1,Non-kinase
3350,ZFP36,Non-kinase
3351,ZFP36L1,Non-kinase
3352,ZFP64,Non-kinase
3353,ZFYVE19,Non-kinase
3354,ZFYVE28,Non-kinase
3355,ZHX1,Non-kinase
3356,ZKSCAN8,Non-kinase
3357,ZMYM2,Non-kinase
3358,ZMYM3,Non-kinase
3359,ZNF148,Non-kinase
3360,ZNF207,Non-kinase
3361,ZNF239,Non-kinase
3362,ZNF281,Non-kinase
3363,ZNF322,Non-kinase
3364,ZNF395,Non-kinase
3365,ZNF420,Non-kinase
3366,ZNF592,Non-kinase
3367,ZNF609,Non-kinase
3368,ZNF622,Non-kinase
3369,ZNF638,Non-kinase
3370,ZNF692,Non-kinase
3371,ZNF746,Non-kinase
3372,ZNF768,Non-kinase
3373,ZNHIT1,Non-kinase
3374,ZNRF2,Non-kinase
3375,ZRANB1,Non-kinase
3376,ZSCAN5A,Non-kinase
3377,ZWINT,Non-kinase
3378,ZYX,Non-kinase
