"Kinase","Substrate","Group"
"PRKACA","NOS1","AGC"
"CAMK4","NOS1","CAMK"
"CAMK2A","NOS1","CAMK"
"JAK1","TYK2","TK"
"CDK1","EEF1D","CMGC"
"PRKCA","MARCKS","AGC"
"PRKCB","MARCKS","AGC"
"PKN1","MARCKS","AGC"
"PRKCG","PEBP1","AGC"
"PRKCB","PEBP1","AGC"
"PRKCA","PEBP1","AGC"
"PRKCZ","PEBP1","AGC"
"PRKCD","PEBP1","AGC"
"PLK1","WEE1","OTHER"
"BRSK2","WEE1","CAMK"
"BRSK1","WEE1","CAMK"
"WEE1","WEE1","OTHER"
"PRKACA","MIP","AGC"
"CDK1","CDC25A","CMGC"
"PIM1","CDC25A","CAMK"
"CHEK1","CDC25A","CAMK"
"CHEK2","CDC25A","CAMK"
"CDK1","CDC25B","CMGC"
"CSNK2A1","CDC25B","CMGC"
"MELK","CDC25B","CAMK"
"AURKA","CDC25B","OTHER"
"CDK1","CDC25C","CMGC"
"PLK1","CDC25C","OTHER"
"CHEK1","CDC25C","CAMK"
"CHEK2","CDC25C","CAMK"
"MARK3","CDC25C","CAMK"
"PKN1","CDC25C","AGC"
"MAPK14","CDC25C","CMGC"
"BRSK2","CDC25C","CAMK"
"BRSK1","CDC25C","CAMK"
"PLK3","CDC25C","OTHER"
"ADRBK2","BDKRB2","AGC"
"ADRBK1","BDKRB2","AGC"
"GRK4","BDKRB2","AGC"
"GRK5","BDKRB2","AGC"
"GRK6","BDKRB2","AGC"
"PRKCD","BDKRB2","AGC"
"FYN","NMT1","TK"
"LYN","NMT1","TK"
"CSNK2A1","HMOX2","CMGC"
"AXL","AXL","TK"
"MAPK4","MAPK4","CMGC"
"CDK1","RRM2","CMGC"
"PRKCA","SDC4","AGC"
"PRKCD","SDC4","AGC"
"PDPK1","AKT1","AGC"
"ILK","AKT1","TKL"
"PDK1","AKT1","ATYPICAL"
"CAMKK1","AKT1","OTHER"
"SRC","AKT1","TK"
"PDPK1","AKT2","AGC"
"PRKCZ","YWHAB","AGC"
"LYN","FCGR2B","TK"
"BLK","FCGR2B","TK"
"RPS6KA1","L1CAM","AGC"
"CSNK2A1","L1CAM","CMGC"
"RPS6KA2","L1CAM","AGC"
"CSNK2A2","ARRB2","CMGC"
"CSNK2A1","ARRB2","CMGC"
"ADRBK1","MC4R","AGC"
"PRKACA","MC4R","AGC"
"PRKCQ","ICAM3","AGC"
"PRKACA","CIITA","AGC"
"SRC","CDH5","TK"
"MAPKAPK2","LSP1","CAMK"
"CDK1","DUT","CMGC"
"CDK1","MCM4","CMGC"
"CDK2","MCM4","CMGC"
"PRKCG","SDC2","AGC"
"PRKCB","SDC2","AGC"
"PRKCA","SDC2","AGC"
"GRK5","GRK5","AGC"
"CSNK2A1","CTNNB1","CMGC"
"GSK3B","CTNNB1","CMGC"
"CSNK1A1","CTNNB1","CK1"
"CSNK1D","CTNNB1","CK1"
"CDK6","CTNNB1","CMGC"
"FYN","CTNNB1","TK"
"FER","CTNNB1","TK"
"SRC","CTNNB1","TK"
"MAPK3","PTPN7","CMGC"
"MAPK1","PTPN7","CMGC"
"MAPK14","PTPN7","CMGC"
"PRKACA","PTPN7","AGC"
"PAK1","NF2","STE"
"ROCK1","RDX","AGC"
"CAMK2G","SPR","CAMK"
"PRKCA","ADRA1B","AGC"
"ADRBK1","OPRM1","AGC"
"ADRBK2","OPRM1","AGC"
"PRKCG","IRS1","AGC"
"PRKCQ","IRS1","AGC"
"PRKCD","IRS1","AGC"
"IKBKB","IRS1","OTHER"
"MAPK8","IRS1","CMGC"
"MAPK1","IRS1","CMGC"
"SIK2","IRS1","CAMK"
"CSNK2A1","IRS1","CMGC"
"JAK1","IRS1","TK"
"IGF1R","IRS1","TK"
"PRKACA","ADD1","AGC"
"PRKCD","ADD1","AGC"
"ROCK1","ADD1","AGC"
"PRKACA","ADD2","AGC"
"PRKCD","ADD2","AGC"
"CSNK2A1","DDIT3","CMGC"
"MAPK14","DDIT3","CMGC"
"KDR","KDR","TK"
"PRKACA","GJA5","AGC"
"MAP2K2","MAP2K2","STE"
"FLT3","FLT3","TK"
"TGFBR2","TGFBR1","TKL"
"MAPK3","SREBF1","CMGC"
"MAPK1","SREBF1","CMGC"
"TGFBR2","TGFBR2","TKL"
"MAPK1","PPARG","CMGC"
"MAPK8","PPARG","CMGC"
"ADRBK1","SNCA","AGC"
"CSNK2A2","SNCA","CMGC"
"GRK5","SNCA","AGC"
"CSNK1D","SNCA","CK1"
"CSNK2A1","SNCA","CMGC"
"GRK6","SNCA","AGC"
"FYN","SNCA","TK"
"LYN","SNCA","TK"
"FGR","SNCA","TK"
"SYK","SNCA","TK"
"PTK2B","SNCA","TK"
"ATR","BRCA1","ATYPICAL"
"ATM","BRCA1","ATYPICAL"
"CDK2","BRCA1","CMGC"
"CSNK2A1","BRCA1","CMGC"
"AURKA","BRCA1","OTHER"
"CHEK2","BRCA1","CAMK"
"AKT1","BRCA1","AGC"
"CDK2","COIL","CMGC"
"MAPK8","CDKN1A","CMGC"
"AKT1","CDKN1A","AGC"
"DAPK3","CDKN1A","CAMK"
"PIM1","CDKN1A","CAMK"
"CDK1","FEN1","CMGC"
"CDK1","CUX1","CMGC"
"PRKCD","IL6ST","AGC"
"LCK","CD79B","TK"
"FYN","CD79B","TK"
"LYN","CD79B","TK"
"RPS6KA5","STAT3","AGC"
"MAPK3","STAT3","CMGC"
"MAPK1","STAT3","CMGC"
"MAPK8","STAT3","CMGC"
"PRKCD","STAT3","AGC"
"JAK2","STAT3","TK"
"HCK","STAT3","TK"
"SRC","STAT3","TK"
"FGFR4","STAT3","TK"
"FGFR3","STAT3","TK"
"JAK1","STAT3","TK"
"EPHA3","STAT3","TK"
"PRKCA","OPRD1","AGC"
"PRKCE","OPRD1","AGC"
"PRKCD","OPRD1","AGC"
"ADRBK1","OPRD1","AGC"
"PRKCG","CASR","AGC"
"PRKCB","CASR","AGC"
"PRKCA","CASR","AGC"
"PRKG1","RGS2","AGC"
"CSNK2A2","PPP1R2","CMGC"
"CSNK2A1","PPP1R2","CMGC"
"GSK3B","PPP1R2","CMGC"
"CDK5","PPP1R2","CMGC"
"PRKACA","CSK","AGC"
"CSK","CSK","TK"
"AKT1","MAP3K8","AGC"
"PRKCG","GRM5","AGC"
"PRKCB","GRM5","AGC"
"PRKCA","GRM5","AGC"
"PRKCE","GRM5","AGC"
"PRKCQ","GRM5","AGC"
"PRKCZ","GRM5","AGC"
"PRKCD","GRM5","AGC"
"SRC","PRKCI","TK"
"MAPK8","ELK3","CMGC"
"MAPK9","ELK3","CMGC"
"MAPK14","ELK3","CMGC"
"RPS6KA5","STAT1","AGC"
"PRKCD","STAT1","AGC"
"CAMK2G","STAT1","CAMK"
"JAK2","STAT1","TK"
"EGFR","STAT1","TK"
"LCK","STAT1","TK"
"KIT","STAT1","TK"
"FGFR4","STAT1","TK"
"FGFR3","STAT1","TK"
"JAK1","STAT1","TK"
"TYK2","STAT1","TK"
"JAK2","STAT5A","TK"
"BTK","STAT5A","TK"
"CAMK2G","GRIA1","CAMK"
"PRKCA","GRIA1","AGC"
"PRKACA","GRIA1","AGC"
"PRKCA","GRIA2","AGC"
"RPS6KB1","MTOR","AGC"
"AKT1","MTOR","AGC"
"RPS6KA1","MTOR","AGC"
"MTOR","MTOR","ATYPICAL"
"PRKAA1","MTOR","CAMK"
"EGFR","EPS15","TK"
"TEC","TEC","TK"
"FYN","TXK","TK"
"SRC","TXK","TK"
"TXK","TXK","TK"
"MAPK1","LIFR","CMGC"
"CSNK2A2","WAS","CMGC"
"CSNK2A1","WAS","CMGC"
"HCK","WAS","TK"
"BTK","WAS","TK"
"SGK1","SLC1A3","AGC"
"PRKCA","PTGIR","AGC"
"GRK6","GRK6","AGC"
"ABL1","RAD52","TK"
"RPS6KA1","NR4A2","AGC"
"ZAP70","ZAP70","TK"
"LCK","ZAP70","TK"
"LYN","SYK","TK"
"SYK","SYK","TK"
"CDK3","KIR3DL1","CMGC"
"MAP3K5","TNNT2","STE"
"PRKCA","TNNT2","AGC"
"MAP2K7","MAPK8","STE"
"RET","MAPK8","TK"
"MAP2K4","MAPK8","STE"
"MAP2K7","MAPK9","STE"
"RET","MAPK9","TK"
"MAP2K4","MAPK9","STE"
"MAP2K4","MAP2K4","STE"
"AKT1","MAP2K4","AGC"
"PRKACA","PHKA1","AGC"
"CSNK2A1","RANGAP1","CMGC"
"ABL1","CRK","TK"
"EGFR","CRK","TK"
"IGF1R","CRK","TK"
"ABL2","CRK","TK"
"AKT1","CDKN1B","AGC"
"CDK2","CDKN1B","CMGC"
"YES1","CDKN1B","TK"
"SRC","CDKN1B","TK"
"ABL1","CDKN1B","TK"
"LYN","CDKN1B","TK"
"MAPK1","IER3","CMGC"
"MAPK14","PLA2G4A","CMGC"
"RPS6KA5","PLA2G4A","AGC"
"MAPKAPK5","PLA2G4A","CAMK"
"MKNK1","PLA2G4A","CAMK"
"CDK1","RAP1GAP","CMGC"
"PRKACA","RAP1GAP","AGC"
"PRKCD","KCNJ1","AGC"
"PRKCA","GRIA4","AGC"
"PRKACA","GRIA4","AGC"
"CAMK2G","GRIA4","CAMK"
"PRKCA","SLC6A9","AGC"
"CDK5","NES","CMGC"
"CDK1","NES","CMGC"
"PRKCE","SLC4A3","AGC"
"MAPK8","PXN","CMGC"
"PTK2","PXN","TK"
"CSK","PXN","TK"
"MAPK14","MAPKAPK2","CMGC"
"MAPK3","ARRB1","CMGC"
"MAPK1","ARRB1","CMGC"
"CDK1","AMPH","CMGC"
"CDK5","AMPH","CMGC"
"AURKB","CENPA","OTHER"
"CDK1","UBE2A","CMGC"
"CDK2","UBE2A","CMGC"
"CSNK1E","CSNK1E","CK1"
"GSK3B","CEBPA","CMGC"
"PRKCZ","NUMB","AGC"
"PRKACA","PSEN1","AGC"
"PRKCZ","PSEN1","AGC"
"GSK3B","PSEN1","CMGC"
"CDK5","PSEN1","CMGC"
"SRC","FHIT","TK"
"MAPK1","RGS19","CMGC"
"PRKCA","RGS19","AGC"
"CSNK2A2","RGS19","CMGC"
"CSNK2A1","RGS19","CMGC"
"PRKCA","RGS7","AGC"
"CSNK1A1","PSEN2","CK1"
"CSNK1D","PSEN2","CK1"
"CSNK2A1","PSEN2","CMGC"
"MAPKAPK2","TSC2","CAMK"
"RPS6KA1","TSC2","AGC"
"MAPK1","TSC2","CMGC"
"AKT1","TSC2","AGC"
"SGK1","GSK3A","AGC"
"PRKD3","GSK3A","CAMK"
"PRKCG","GSK3A","AGC"
"PRKCB","GSK3A","AGC"
"PRKCA","GSK3A","AGC"
"PRKACA","GSK3A","AGC"
"AKT1","GSK3A","AGC"
"PRKCD","GSK3A","AGC"
"SGK3","GSK3A","AGC"
"GSK3A","GSK3A","CMGC"
"SGK3","GSK3B","AGC"
"PRKACA","GSK3B","AGC"
"AKT1","GSK3B","AGC"
"PRKDC","LIG4","ATYPICAL"
"ATM","MRE11","ATYPICAL"
"MAPK1","ERF","CMGC"
"RPS6KA5","ETV1","AGC"
"PRKACA","ETV1","AGC"
"MAPKAPK2","ETV1","CAMK"
"RPS6KA1","ETV1","AGC"
"PRKACA","VASP","AGC"
"PRKG1","VASP","AGC"
"CDK1","CDK7","CMGC"
"CDK2","CDK7","CMGC"
"MAPK1","TOB1","CMGC"
"MAPK1","SCNN1G","CMGC"
"ZAP70","DUSP3","TK"
"PLK1","BRCA2","OTHER"
"IRAK1","IRAK1","TKL"
"IRAK4","IRAK1","TKL"
"AKT1","IRAK1","AGC"
"SRC","CAV2","TK"
"PRKCA","GPM6A","AGC"
"ADRBK2","CCR5","AGC"
"SRC","STAT5B","TK"
"EGFR","STAT5B","TK"
"RPS6KA3","RPS6KA3","AGC"
"TEC","BMX","TK"
"BTK","BMX","TK"
"ITK","BMX","TK"
"PTK2","BMX","TK"
"SRC","BMX","TK"
"FYN","CNN1","TK"
"CDK8","CCNH","CMGC"
"JAK3","JAK3","TK"
"JAK1","STAT2","TK"
"CSNK2A2","GTF2A1","CMGC"
"TAF1","GTF2A1","ATYPICAL"
"CSNK2A1","GTF2A1","CMGC"
"CDK1","KIF11","CMGC"
"EGFR","VAV2","TK"
"PRKACA","THOP1","AGC"
"CDK1","HMGA2","CMGC"
"PRKG1","CRIP2","AGC"
"CSNK2A1","NKX2-5","CMGC"
"DAPK1","DAPK1","CAMK"
"MAPK1","DAPK1","CMGC"
"GSK3B","ACLY","CMGC"
"PRKACA","ACLY","AGC"
"LIMK1","LIMK1","TKL"
"PAK1","LIMK1","STE"
"ROCK1","LIMK1","AGC"
"CDC42BPA","LIMK1","AGC"
"ROCK1","LIMK2","AGC"
"CDC42BPA","LIMK2","AGC"
"MAPK12","MAPK12","CMGC"
"MAP2K3","MAPK12","STE"
"MAP2K6","MAPK12","STE"
"MAP2K4","MAPK12","STE"
"CDK5","MAPK10","CMGC"
"MAP2K4","MAPK10","STE"
"GSK3B","RCAN1","CMGC"
"MAPK3","RCAN1","CMGC"
"CSNK2A1","SUB1","CMGC"
"CDK2","HIRA","CMGC"
"AKT1","ATXN1","AGC"
"ATM","TERF1","ATYPICAL"
"EPHB3","EPHB3","TK"
"EPHB1","EPHB1","TK"
"EPHA4","EPHA4","TK"
"CSNK2A1","EIF5","CMGC"
"OXSR1","SLC12A2","STE"
"PRKCB","RRAD","AGC"
"PRKCA","RRAD","AGC"
"CSNK2A1","RRAD","CMGC"
"PRKACA","RRAD","AGC"
"CAMK2G","RRAD","CAMK"
"CSNK2A2","AQP4","CMGC"
"CSNK2A1","AQP4","CMGC"
"PRKCZ","CASP9","AGC"
"AKT1","CASP9","AGC"
"MAPK3","CASP9","CMGC"
"MAPK1","CASP9","CMGC"
"MAP2K2","CASP9","STE"
"MAP2K1","CASP9","STE"
"ABL1","CASP9","TK"
"NUAK1","CASP6","CAMK"
"CSNK2A2","BID","CMGC"
"CSNK1A1","BID","CK1"
"CSNK1E","BID","CK1"
"CSNK2A1","BID","CMGC"
"CSNK2A1","MAZ","CMGC"
"CAMK4","HDAC4","CAMK"
"PRKCB","EIF6","AGC"
"CSNK1E","PER3","CK1"
"CSNK1D","BACE1","CK1"
"SRC","BCAR1","TK"
"PTK2","BCAR1","TK"
"PAK1","FOXL2","STE"
"CSNK2A2","PTEN","CMGC"
"CSNK2A1","PTEN","CMGC"
"AKT1","PTEN","AGC"
"STK11","PTEN","CAMK"
"PRKCA","SNAP25","AGC"
"PRKACA","SNAP25","AGC"
"TESK2","DSTN","TKL"
"CSNK2A1","GMFB","CMGC"
"PRKCA","GMFB","AGC"
"PRKACA","GMFB","AGC"
"RPS6KA1","GMFB","AGC"
"CDK1","RAB5B","CMGC"
"PRKACA","RAP1B","AGC"
"CSNK2A1","MAX","CMGC"
"MAPK14","MAX","CMGC"
"PRKACA","RHOA","AGC"
"PRKCG","STXBP1","AGC"
"PRKCB","STXBP1","AGC"
"PRKCA","STXBP1","AGC"
"EGFR","PKIA","TK"
"MAPK10","HNRNPK","CMGC"
"PRKCD","HNRNPK","AGC"
"SRC","HNRNPK","TK"
"PAK2","RPS6","STE"
"PRKACA","RAP1A","AGC"
"SRC","GRB2","TK"
"EGFR","GRB2","TK"
"AKT1","RAC1","AGC"
"AKT1","YWHAZ","AGC"
"MAPK8","YWHAZ","CMGC"
"STK25","YWHAZ","STE"
"MAPKAPK2","YWHAZ","CAMK"
"PRKCD","YWHAZ","AGC"
"CSNK1A1","YWHAZ","CK1"
"AKT1","YBX1","AGC"
"CDK1","CSNK2B","CMGC"
"PRKCD","EEF1A1","AGC"
"SYK","TUBA4A","TK"
"CDK1","CSNK2A1","CMGC"
"SYK","SH3BP2","TK"
"JAK2","SIRPA","TK"
"PRKG1","GTF2I","AGC"
"JAK2","GTF2I","TK"
"SRC","GTF2I","TK"
"BTK","GTF2I","TK"
"PRKACA","ASIC1","AGC"
"PRKDC","PRKDC","ATYPICAL"
"MAP3K9","MAP3K9","TKL"
"CDK4","SMAD3","CMGC"
"CDK2","SMAD3","CMGC"
"MAPK1","SMAD3","CMGC"
"MAPK14","SMAD3","CMGC"
"MAP3K7","SMAD3","TKL"
"CSNK2A2","ERH","CMGC"
"CSNK2A1","ERH","CMGC"
"MAPK9","H3-3A","CMGC"
"PRKCG","DAB2","AGC"
"PRKCB","DAB2","AGC"
"PRKCD","DAB2","AGC"
"AKT1","XIAP","AGC"
"AKT2","XIAP","AGC"
"AKT1","FOXO4","AGC"
"AKT2","FOXO4","AGC"
"CDK3","CDK3","CMGC"
"CSNK1D","CDK5","CK1"
"ABL1","CDK5","TK"
"FYN","CDK5","TK"
"PRKACA","CDK16","AGC"
"CDK16","CDK16","CMGC"
"CDK5","CDK16","CMGC"
"CDK17","CDK17","CMGC"
"CAMK2A","HSF1","CAMK"
"GSK3A","HSF1","CMGC"
"MAPK3","HSF1","CMGC"
"MAPK8","HSF1","CMGC"
"CSNK2A1","HSF1","CMGC"
"MAP3K14","NFKB2","STE"
"AKT1","MDM2","AGC"
"ATM","MDM2","ATYPICAL"
"ABL1","MDM2","TK"
"CSNK2A1","SPTBN1","CMGC"
"PRKACA","SPTBN1","AGC"
"ATM","E2F1","ATYPICAL"
"ATR","E2F1","ATYPICAL"
"CDK1","E2F1","CMGC"
"CHEK2","E2F1","CAMK"
"CDK7","E2F1","CMGC"
"HIPK2","RUNX1","CMGC"
"CSNK2A1","TSPY1","CMGC"
"PLK1","MYT1","OTHER"
"PRKCA","ATP2B2","AGC"
"PRKCA","EWSR1","AGC"
"CSNK2A2","SPIB","CMGC"
"CSNK2A1","SPIB","CMGC"
"MAPK3","SPIB","CMGC"
"PRKG2","PLCB3","AGC"
"PRKG1","PLCB3","AGC"
"CAMK2B","PLCB3","CAMK"
"CAMK2G","PLCB3","CAMK"
"PRKCD","TAGLN","AGC"
"MAPK7","MEF2A","CMGC"
"CDK5","MEF2A","CMGC"
"MAPK14","MEF2A","CMGC"
"PRKCE","PRKCE","AGC"
"PDPK1","PRKCE","AGC"
"CDK2","ID2","CMGC"
"CDK2","ID3","CMGC"
"CDK1","H1-1","CMGC"
"RAF1","MAP2K1","TKL"
"ARAF","MAP2K1","TKL"
"BRAF","MAP2K1","TKL"
"PAK1","MAP2K1","STE"
"MAP2K1","MAP2K1","STE"
"CDK5","MAP2K1","CMGC"
"MAPK1","MAP2K1","CMGC"
"TEK","TEK","TK"
"CSNK2A1","FKBP4","CMGC"
"CSNK1A1","CREM","CK1"
"CDK1","CREM","CMGC"
"CSNK2A2","CREM","CMGC"
"CSNK2A1","CREM","CMGC"
"GSK3A","CREM","CMGC"
"GSK3B","CREM","CMGC"
"PRKCA","CREM","AGC"
"PRKACA","CREM","AGC"
"CAMK2G","CREM","CAMK"
"CAMK2D","CREM","CAMK"
"CSNK2A2","CAV1","CMGC"
"CSNK2A1","CAV1","CMGC"
"SRC","CAV1","TK"
"PRKG2","PTS","AGC"
"PRKACA","RELA","AGC"
"PRKCZ","RELA","AGC"
"CHUK","RELA","OTHER"
"CSNK2A1","RELA","CMGC"
"GSK3B","NOTCH2","CMGC"
"PRKCQ","PRKCQ","AGC"
"LCK","PRKCQ","TK"
"MST1R","MST1R","TK"
"CDK5","DNM1","CMGC"
"PRKCA","DNM1","AGC"
"SRC","DNM1","TK"
"PRKCA","PTPN12","AGC"
"PRKACA","PTPN12","AGC"
"PTK2","PTK2","TK"
"SRC","PTK2","TK"
"PTK2B","PTK2","TK"
"INSR","PTK2","TK"
"RET","PTK2","TK"
"PRKACA","LIPE","AGC"
"MAPK3","LIPE","CMGC"
"MAPK1","LIPE","CMGC"
"PDPK1","PRKCZ","AGC"
"PRKCZ","PRKCZ","AGC"
"PRKCD","PRKCD","AGC"
"PRKCZ","PRKCD","AGC"
"PDPK1","PRKCD","AGC"
"LYN","PRKCD","TK"
"LCK","PRKCD","TK"
"CDK1","CALD1","CMGC"
"CSNK2A2","SLC18A2","CMGC"
"CSNK1A1","SLC18A2","CK1"
"CSNK2A1","SLC18A2","CMGC"
"PRKCB","PTPN11","AGC"
"PRKCA","PTPN11","AGC"
"PRKCH","PTPN11","AGC"
"PDGFRB","PTPN11","TK"
"PRKCB","BTK","AGC"
"ABL1","BTK","TK"
"TEC","BTK","TK"
"BTK","BTK","TK"
"ITK","BTK","TK"
"LYN","BTK","TK"
"SYK","BTK","TK"
"PRKCA","GFPT1","AGC"
"MAPK7","MEF2C","CMGC"
"MAPK14","MEF2C","CMGC"
"CDK1","MEF2C","CMGC"
"CSNK2A1","MEF2C","CMGC"
"PRKCA","APLP2","AGC"
"CDK1","APLP2","CMGC"
"CHEK1","RAD51","CAMK"
"ABL1","RAD51","TK"
"PRKACA","PDE4B","AGC"
"PRKCA","SPAG1","AGC"
"MAPK1","KHDRBS1","CMGC"
"CDK1","KHDRBS1","CMGC"
"PTK6","KHDRBS1","TK"
"GSK3A","MCL1","CMGC"
"GSK3B","MCL1","CMGC"
"MAPK1","MCL1","CMGC"
"MAPK3","PPARA","CMGC"
"MAPK1","PPARA","CMGC"
"MAPK1","SOS1","CMGC"
"FYN","TNK2","TK"
"PRKACA","LRP1","AGC"
"SRC","LRP1","TK"
"CDK1","FOXM1","CMGC"
"CDK2","FOXM1","CMGC"
"PRKACA","CACNB2","AGC"
"DDR1","DDR1","TK"
"CDK1","GOLGA2","CMGC"
"PRKACA","DMTN","AGC"
"PRKACA","PDE4D","AGC"
"ITK","ITK","TK"
"LCK","ITK","TK"
"CSNK2A1","SSRP1","CMGC"
"AURKB","NSUN2","OTHER"
"AKT1","EP300","AGC"
"PRKCD","EP300","AGC"
"AKT1","FOXO1","AGC"
"PAK1","FOXO1","STE"
"CSNK1G1","FOXO1","CK1"
"GSK3B","FOXO1","CMGC"
"DYRK1A","FOXO1","CMGC"
"PRKACA","CETN1","AGC"
"PRKACA","KCNH2","AGC"
"BUB1","CDC20","OTHER"
"MERTK","MERTK","TK"
"CDK5","GRIN2A","CMGC"
"CAMK2B","GRIN2A","CAMK"
"CAMK2A","GRIN2A","CAMK"
"PRKCA","GRIN2A","AGC"
"SRC","GRIN2A","TK"
"ATM","TP53BP1","ATYPICAL"
"CAMK2A","DLG1","CAMK"
"MAPK9","NFATC3","CMGC"
"CSNK1A1","NFATC3","CK1"
"PRKACA","PPP1R8","AGC"
"CSNK2A2","PPP1R8","CMGC"
"CSNK2A1","PPP1R8","CMGC"
"LYN","PPP1R8","TK"
"PRKAA1","GRIK2","CAMK"
"STK4","STK4","STE"
"PRKAA1","ACACA","CAMK"
"CSNK2A2","ACACA","CMGC"
"CSNK2A1","ACACA","CMGC"
"PRKAA2","ACACA","CAMK"
"TXK","LCP2","TK"
"ZAP70","LCP2","TK"
"LCK","LCP2","TK"
"CSNK1A1","EIF2B5","CK1"
"GSK3B","EIF2B5","CMGC"
"GSK3A","EIF2B5","CMGC"
"CSNK2A2","EIF2B5","CMGC"
"CSNK2A1","EIF2B5","CMGC"
"PAK1","PAK1","STE"
"CDK5","PAK1","CMGC"
"PDPK1","PAK1","AGC"
"OXSR1","PAK1","STE"
"CSNK1A1","FADD","CK1"
"HIPK3","FADD","CMGC"
"PAK2","PAK2","STE"
"SRC","PAK2","TK"
"STK3","STK3","STE"
"PRKCG","GRIN2B","AGC"
"PRKCB","GRIN2B","AGC"
"PRKCA","GRIN2B","AGC"
"CAMK2B","GRIN2B","CAMK"
"CAMK2A","GRIN2B","CAMK"
"FYN","GRIN2B","TK"
"SRC","GRIN2B","TK"
"SYK","IL15RA","TK"
"MAPK1","NR5A1","CMGC"
"FYN","SLAMF1","TK"
"ATM","ATM","ATYPICAL"
"MAPK1","GRB10","CMGC"
"FYN","GRB10","TK"
"SRC","GRB10","TK"
"PRKACA","KLF1","AGC"
"AKT1","PDE3B","AGC"
"PRKACA","PDE3B","AGC"
"PRKCA","PLD1","AGC"
"CDK2","ORC1","CMGC"
"ILK","ILK","TKL"
"MAPK12","SNTA1","CMGC"
"MAPK3","GAB1","CMGC"
"MAPK1","GAB1","CMGC"
"INSR","GAB1","TK"
"EGFR","GAB1","TK"
"MET","GAB1","TK"
"MAPK1","SMAD4","CMGC"
"PRKG1","TRPC3","AGC"
"PRKCA","TRPC3","AGC"
"CSNK2A2","EIF4EBP1","CMGC"
"CSNK2A1","EIF4EBP1","CMGC"
"ATM","EIF4EBP1","ATYPICAL"
"RPS6KA5","EIF4EBP1","AGC"
"MAPK1","EIF4EBP1","CMGC"
"AKT1","EIF4EBP1","AGC"
"MTOR","EIF4EBP1","ATYPICAL"
"MAPK14","EIF4EBP1","CMGC"
"CSNK2A2","HDAC1","CMGC"
"CSNK2A1","HDAC1","CMGC"
"CAMK2B","CAMK2B","CAMK"
"CAMK2D","CAMK2D","CAMK"
"PRKCA","DGKZ","AGC"
"DYRK1A","DYRK1A","CMGC"
"JAK1","IL10RA","TK"
"PRKCA","THOC5","AGC"
"SRC","SPTAN1","TK"
"PTK6","PTK6","TK"
"TTBK1","TUBB2A","CK1"
"PRKCD","KLF5","AGC"
"HCK","RAPGEF1","TK"
"PRKACA","CACNA1C","AGC"
"PRKACA","RASGRF1","AGC"
"PRKCA","PRKG1","AGC"
"CSNK2A2","IL16","CMGC"
"CSNK2A1","IL16","CMGC"
"CDK1","IL16","CMGC"
"CAMK1","CAMK1","CAMK"
"CAMKK2","CAMK1","OTHER"
"GSK3B","HNRNPD","CMGC"
"PRKACA","HNRNPD","AGC"
"ATM","WRN","ATYPICAL"
"SRC","CTTN","TK"
"FER","CTTN","TK"
"PTK2B","PTK2B","TK"
"PRKACA","GNA13","AGC"
"PRKCA","HES1","AGC"
"PRKACA","KCNJ12","AGC"
"ATM","SMC1A","ATYPICAL"
"SRC","KCNB1","TK"
"PRKACA","GNMT","AGC"
"MAP2K6","STAT4","STE"
"MAPK14","STAT4","CMGC"
"MAPK7","MEF2D","CMGC"
"CDK7","LASP1","CMGC"
"PRKG2","LASP1","AGC"
"MAPK14","NFATC4","CMGC"
"PRKACA","NOLC1","AGC"
"MAPK14","EEA1","CMGC"
"PRKCD","NCF4","AGC"
"PDK1","PDK1","ATYPICAL"
"PRKCA","PEA15","AGC"
"AKT1","PEA15","AGC"
"CAMK2G","PEA15","CAMK"
"PRKD1","PRKD1","CAMK"
"PRKCH","PRKD1","AGC"
"ABL1","PRKD1","TK"
"SRC","PRKD1","TK"
"CDK1","PLEC","CMGC"
"EIF2AK2","PPP2R5A","OTHER"
"STK38","STK38","AGC"
"PRKCA","RALBP1","AGC"
"RPS6KA2","RPS6KA2","AGC"
"FYN","CNN3","TK"
"PDPK1","RPS6KA1","AGC"
"MAPK1","RPS6KA1","CMGC"
"RPS6KA1","RPS6KA1","AGC"
"PRKCD","CYTH1","AGC"
"TESK1","TESK1","TKL"
"PRKG1","SF1","AGC"
"IKBKB","NFKBIB","OTHER"
"CHUK","NFKBIB","OTHER"
"GRK6","LTB4R","AGC"
"PAK2","MYLK","STE"
"CAMK2G","MYLK","CAMK"
"PAK1","MYLK","STE"
"MAPK1","NCOA1","CMGC"
"CAMK2A","SMAD2","CAMK"
"MAPK1","SMAD2","CMGC"
"ACVR1B","SMAD2","TKL"
"TGFBR1","SMAD2","TKL"
"MAPK3","SMAD2","CMGC"
"MAPK1","SMAD1","CMGC"
"TGFBR1","SMAD1","TKL"
"ACVR1","SMAD1","TKL"
"RPS6KA5","STK11","AGC"
"PRKACA","STK11","AGC"
"RPS6KB1","STK11","AGC"
"RPS6KA3","STK11","AGC"
"STK11","STK11","CAMK"
"ATM","STK11","ATYPICAL"
"GRK1","GRK1","AGC"
"AKT1","EZH2","AGC"
"GRK5","SNCB","AGC"
"MAPK3","CCDC6","CMGC"
"PRKCD","NFE2L2","AGC"
"PKN1","PKN1","AGC"
"PDPK1","PKN1","AGC"
"PDPK1","PKN2","AGC"
